TICKETID;ASSETNUM;DESCRIPTION;CLASSSTRUCTUREID;REPORTDATE;REPORTEDBY;SITEID;STATUS;STATUSDATE
1873992;13008;Asiento 12 sin tornillos,le he quitado y está en el porta maletas del mismo lado parte delantera.;1712;5/27/2024 5:55 PM;0005870;;CLOSED;9/1/2024 6:53 PM
1896480;10496;Vehiculo 10496 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;7/5/2024 7:04 AM;MAXADMIN;;PLAN;7/5/2024 4:49 PM
1898300;10825;-;1799;7/9/2024 1:13 AM;0052743;;CLOSED;11/3/2024 3:33 PM
1916999;10381;-;1636;8/12/2024 7:25 PM;0051676;;NOPRO;8/13/2024 1:17 PM
1917122;11935;"Detector de cambio de carril averiado.
Detector de presión de rueda.";1636;8/13/2024 5:58 AM;0019588;;CLOSED;12/22/2024 3:16 PM
1918024;4334;FUGA AIRE ZONA ASIENTO CONDUCTOR;4254;8/14/2024 4:45 PM;0050801;;CLOSED;12/29/2024 3:00 PM
1918498;13059;Tiene una raja en parte baja de la luna;1799;8/15/2024 10:01 PM;0039032;;CLOSED;7/6/2025 5:56 PM
1918511;10430;"Golpe defensa delantera...
Golpe maletero derecho (cama)...

Faltan tapones amarillos en de apriete";4070;8/15/2024 11:09 PM;0058251;;CLOSED;12/1/2024 8:03 PM
1918532;3836;puerta bloqueada. no cierra;1777;8/16/2024;0019603;;CLOSED;12/1/2024 8:03 PM
1918604;13055;Vibración a velocidades altas;1567;8/16/2024 6:17 AM;0039032;;CLOSED;11/19/2024 8:34 AM
1871116;13423;Intermitente derecho falla y el testigo luminoso no funciona y hay que resetear el bus para que vue;1636;5/22/2024 1:58 PM;0003074;;CLOSED;9/1/2024 6:33 PM
1878928;3836;Hace un ruido continuo y fuerte a partir de 95 km /h;1555;6/4/2024 6:47 PM;0006090;;CLOSED;9/22/2024 4:28 PM
1888611;13012;BISAGRA DE NEVERA SUELTA;;6/21/2024 5:30 AM;452;;CLOSED;9/29/2024 6:48 PM
1912633;10385;Vehiculo 10385 supera 80 dias sin descargar. Ultima registrada el 06/05/2024;4125;8/4/2024 7:00 AM;MAXADMIN;;CLOSED;12/15/2024 2:58 PM
1912772;10824;La luna delantera está muy rajada.;1799;8/4/2024 8:03 AM;0030696;;CLOSED;12/1/2024 7:12 PM
1912865;10561;-;1799;8/4/2024 3:28 PM;0009126;;CLOSED;1/5/2025 7:33 PM
1913516;13024;Luces interiores mal;1732;8/5/2024 10:37 PM;0060219;;CLOSED;12/1/2024 6:03 PM
1909988;11186;butaca 8;4009;7/30/2024 8:48 AM;0056038;;CLOSED;12/1/2024 6:05 PM
1910800;10649;AJUSTAR PUERTA CONDUCTOR;;7/31/2024 9:27 PM;279;;CLOSED;11/3/2024 7:06 PM
1910836;11172;NO SE VE NADA BIEN, LUZ DE CRUCE IZQUIERDA MUY BAJA. Creo que puede ser prioritario este parte.;2012;8/1/2024;0001103;;CLOSED;11/17/2024 3:30 PM
1884666;11161;transportin roto lado derecho;1720;6/13/2024 4:42 PM;0052865;;CLOSED;9/22/2024 4:44 PM
1884684;11168;"Plaza 50""""PANTALLA""""";4009;6/13/2024 5:46 PM;0015182;;CLOSED;2/2/2025 6:59 PM
1884758;10561;Ruido tercer eje????;1559;6/13/2024 10:15 PM;0001772;;CLOSED;9/15/2024 4:55 PM
1913762;4359;En alta velocidad vibra bastante el volante;1567;8/6/2024 7:40 AM;0008864;;CLOSED;12/1/2024 7:15 PM
1865478;3665;No funciona el aire acondicionado;1590;5/12/2024 5:38 PM;0015371;;CLOSED;5/20/2024 9:54 AM
1866061;10492;Sin potencia en subidas;1516;5/13/2024 6:24 PM;0006277;;CLOSED;9/15/2024 3:31 PM
1866135;4700;"calculo de marcha adaptativo limitado. 

Sistema anticolision mal calibrado o lanzando señales de a";1636;5/13/2024 10:10 PM;0050989;;CLOSED;8/18/2024 4:59 PM
1866451;10437;Cambiar torpress 2º eje parte trasera;;5/14/2024 7:12 AM;115;154;CLOSED;8/25/2024 4:39 PM
1905261;4343;Cortina parasol se a despegado del rodillo que lo sube y baja, no se puede utilizar;4134;7/21/2024 5:40 PM;0019722;;CLOSED;12/1/2024 5:00 PM
1905302;13252;REGENERACION GASES;4337;7/21/2024 9:14 PM;0037539;;CLOSED;11/3/2024 2:18 PM
1905362;10739;Desgaste anormal de rueda;1818;7/22/2024 5:34 AM;0050989;;CLOSED;11/24/2024 4:31 PM
1887171;10065;NIVELES;;6/18/2024 7:19 AM;147;;CLOSED;9/22/2024 4:52 PM
1890402;10740;Tirador regulación banqueta (culo) roto;1748;6/24/2024 3:54 PM;0060277;;CLOSED;11/3/2024 3:04 PM
1916776;4950;Vehiculo 4950 supera 80 dias sin descargar. Ultima registrada el 07/05/2024;4125;8/12/2024 7:00 AM;MAXADMIN;;CLOSED;11/24/2024 5:36 PM
1916888;10713;-;1818;8/12/2024 1:40 PM;0009982;;CLOSED;11/17/2024 3:43 PM
1916905;13023;Ruedas delanteras;1818;8/12/2024 3:04 PM;0053716;;CLOSED;12/1/2024 7:52 PM
1898277;4041;¿radio mal?;1682;7/8/2024 11:57 PM;0054685;;CLOSED;11/3/2024 3:33 PM
1861397;10739;Solo funcionan las pantallas de la parte de atrás del autobús,a partir de la puerta trasera, - la 39;4009;5/4/2024 4:18 PM;0030696;;CLOSED;9/1/2024 5:40 PM
1918487;13059;Las pantallas no arrancan, se quedan en posición de recarga.;4042;8/15/2024 9:41 PM;0039032;;CLOSED;10/31/2024 9:17 AM
1918510;10430;Botón de entrada y salida de aire roto, el asiento se queda abajo...;1744;8/15/2024 11:09 PM;0058251;;CLOSED;11/24/2024 6:02 PM
1918512;10796;Grifo WC mal;1738;8/15/2024 11:11 PM;0019588;;CLOSED;12/22/2024 3:28 PM
1918533;3836;puerta bloqueada. no cierra;1777;8/16/2024;0019603;;CLOSED;12/1/2024 8:03 PM
1912917;13016;rueda delantera izquierda;1818;8/4/2024 8:13 PM;0056267;;CLOSED;11/17/2024 3:34 PM
1912941;10380;Revisar gemela interior izquierda. Marca 6.9 en caliente y creo que es poco.;1816;8/4/2024 10:46 PM;0001684;;RESOLVED;8/5/2024 10:29 AM
1909960;10796;Luces cruce mal;1662;7/30/2024 7:16 AM;0012554;;CLOSED;12/22/2024 2:41 PM
1911121;3063;Vehiculo 3063 supera 80 dias sin descargar. Ultima registrada el 25/04/2024;4125;8/1/2024 7:01 AM;MAXADMIN;;RESOLVED;8/5/2024 6:33 PM
1898859;10744;Cambiar ruedas delanteras y traseras;1818;7/9/2024 8:44 PM;0015182;;CLOSED;11/3/2024 4:04 PM
1899424;13057;Vibra mucho;1567;7/10/2024 7:17 PM;0015509;;CLOSED;10/20/2024 2:36 PM
1856971;11172;-;1816;4/25/2024 11:29 PM;0006488;;RESOLVED;4/26/2024 11:30 AM
1867492;10825;Golpe en estacion de Gijon;;5/16/2024 7:53 AM;115;154;CLOSED;9/1/2024 6:14 PM
1865857;3855;Sigue dando tirones bruscos en los cambios cortos.;1536;5/13/2024 8:22 AM;0033205;;CLOSED;6/30/2024 5:27 PM
1866168;10412;La rejilla superior del lado de la puerta trasera, se ha caído.  No puedo poner y dejo en maletero i;1590;5/14/2024;0013623;;CLOSED;8/18/2024 5:00 PM
1911706;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;8/2/2024 7:00 AM;MAXADMIN;;RESOLVED;8/2/2024 9:17 AM
1917548;10380;le falta cámara exterior trasera marcha atrás;1676;8/13/2024 7:42 PM;0037453;;CLOSED;12/29/2024 4:18 PM
1917849;4992;Vehiculo 4992 supera 80 dias sin descargar. Ultima registrada el 20/05/2024;4125;8/14/2024 7:00 AM;MAXADMIN;;CLOSED;12/15/2024 4:10 PM
1875185;10406;No corta el motor de ventilador se queda encendido con el motor apagado;1594;5/29/2024 9:19 AM;0016233;;CLOSED;9/29/2024 5:03 PM
1877616;10400;reparar tapa gasoil;;6/2/2024 1:28 PM;706;;CLOSED;9/8/2024 3:34 PM
1905578;10387;Vehiculo 10387 supera 80 dias sin descargar. Ultima registrada el 29/04/2024;4125;7/22/2024 7:01 AM;MAXADMIN;;CLOSED;11/3/2024 2:51 PM
1905765;10661;limpiar radiador;;7/22/2024 6:07 PM;494;;CLOSED;11/3/2024 4:02 PM
1886697;10751;-;1630;6/17/2024 2:46 PM;0030318;;CLOSED;9/29/2024 6:40 PM
0203-2024-000881;13062;Trasera izquierda;1845;7/5/2024;MXINTADM;364;RESOLVED;9/16/2025 1:35 PM
1897997;10658;Luna delantera muy rajada???;1799;7/8/2024 11:37 AM;0013736;;CLOSED;11/3/2024 3:40 PM
1911246;3768;plaza 10 no tiene cinturón;1710;8/1/2024 12:55 PM;0039129;;CLOSED;12/1/2024 6:35 PM
1911362;10409;AA no enfria;1590;8/1/2024 6:57 PM;0038147;;CLOSED;11/10/2024 3:32 PM
1916422;10740;No se bloquea bien el volante cuando lo regulas en altura.;1742;8/11/2024 1:12 PM;0030696;;CLOSED;11/24/2024 5:51 PM
1916423;10740;Manilla del maletero de la perrera roto no se puede abrir.;1781;8/11/2024 1:12 PM;0030696;;CLOSED;11/24/2024 5:45 PM
1857228;11933;Vehiculo 11933 supera 80 dias sin descargar. Ultima registrada el 07/12/2023;4125;4/26/2024 7:00 AM;MAXADMIN;;RESOLVED;4/26/2024 7:24 AM
1880735;10415;Bloquear/activar a nueva empresa ENATCAR-;4340;6/7/2024 10:47 AM;DYS;;CLOSED;12/15/2024 2:11 PM
1910147;13055;GRUA 13/07/2024;;7/30/2024 6:25 PM;217;;CLOSED;11/3/2024 5:13 PM
1910262;11281;-;1720;7/31/2024;0034234;;CLOSED;11/3/2024 7:23 PM
1910525;3063;Vehiculo 3063 supera 80 dias sin descargar. Ultima registrada el 25/04/2024;4125;7/31/2024 7:00 AM;MAXADMIN;;NOPRO;7/31/2024 7:12 AM
1879470;11168;Cortina / Parasol mal??;4134;6/5/2024 10:51 AM;0056586;;CLOSED;2/2/2025 6:59 PM
1888533;13422;Cámara retrovisor superior derecho no funciona, no tiene visibilidad;2026;6/20/2024 9:22 PM;0030982;;CLOSED;10/20/2024 3:10 PM
1917834;10385;Vehiculo 10385 supera 80 dias sin descargar. Ultima registrada el 06/05/2024;4125;8/14/2024 7:00 AM;MAXADMIN;;CLOSED;12/15/2024 2:58 PM
1917868;4941;botón de subir el asiento fuga de aire;4254;8/14/2024 7:02 AM;0059274;;CLOSED;11/24/2024 5:58 PM
1917928;10801;Buenos días, este tacógrafo después de 2 horas de conducir si paras sigue funcionando. Tu estás par;1694;8/14/2024 10:08 AM;0019471;;CLOSED;2/23/2025 4:59 PM
1917929;11186;Dentro del habitáculo no siempre pero de vez en cuando te entra un fuerte olor a gasoil.;1526;8/14/2024 10:13 AM;0016542;;CLOSED;11/24/2024 5:59 PM
1917972;11172;cambiar pole aa y correas;;8/14/2024 1:38 PM;494;;CLOSED;12/1/2024 7:56 PM
1874690;10405;Camara Lytx;4329;5/28/2024 6:57 PM;SEGURIDAD;364;CLOSED;11/10/2024 4:05 PM
1880135;3773;Tira agua (E.A. PLAZA DE ARMAS - SEVILLA);;6/6/2024 11:39 AM;1096;;CLOSED;9/29/2024 6:07 PM
1880170;10658;LUNA LATERAL;;6/6/2024 1:23 PM;299;;CLOSED;9/8/2024 3:42 PM
1910150;4041;GRUA;;7/30/2024 6:28 PM;217;;CLOSED;11/3/2024 5:13 PM
1910186;11997;-;1816;7/30/2024 8:53 PM;0038985;;CLOSED;11/3/2024 6:38 PM
1892047;3063;Vehiculo 3063 supera 60 dias sin descargar. Ultima registrada el 25/04/2024;4124;6/27/2024 7:04 AM;MAXADMIN;;NOPRO;7/10/2024 7:19 AM
1892127;4339;Faltan llaves puerta/ Cerradura mal;1789;6/27/2024 11:06 AM;0038762;;CLOSED;1/19/2025 2:52 PM
1904769;13023;Sale la voz por el altavoz del conductor. No se oye para los pasajeros;1680;7/20/2024 7:28 AM;0032622;;CLOSED;11/3/2024 4:02 PM
1905320;11173;-;1567;7/21/2024 11:10 PM;0058244;;CLOSED;7/22/2024 1:11 PM
1905689;13423;Luz derecha de matrícula fundida;1636;7/22/2024 1:51 PM;0003074;;CLOSED;10/27/2024 4:30 PM
1915515;10662;Se va hacia la derecha. Alinear. Cambiar ruedas sin hacerlo no sirve de nada.;1563;8/9/2024 11:14 AM;0014983;;CLOSED;11/17/2024 3:39 PM
1915516;10662;Delantera derecha con 2mm para testigos por exterior. Cambiar y alinear.;1818;8/9/2024 11:14 AM;0014983;;CLOSED;11/17/2024 3:39 PM
1915677;13253;AA enfria poco;1592;8/9/2024 8:43 PM;0058245;;CLOSED;11/17/2024 3:40 PM
1916921;13010;Elevalunas conductor mal(CAMBIAR);2022;8/12/2024 3:44 PM;0058154;;CLOSED;11/17/2024 3:43 PM
1918042;10740;-;1781;8/14/2024 6:40 PM;0015071;;CLOSED;11/24/2024 5:45 PM
1918078;10425;FALLO GASES;;8/14/2024 9:55 PM;567;;CLOSED;11/24/2024 5:59 PM
1883130;4337;Vehiculo 4337 supera 80 dias sin descargar. Ultima registrada el 14/03/2024;4125;6/11/2024 7:01 AM;MAXADMIN;;CLOSED;10/20/2024 2:24 PM
1883210;10649;rueda trasera izquierda.;1818;6/11/2024 7:13 AM;0052075;;CLOSED;9/29/2024 6:24 PM
1883296;10821;Señal de averia en AA;1594;6/11/2024 12:25 PM;0001604;;CLOSED;9/22/2024 4:38 PM
1884595;10828;REPARAR LUNA ASTURCRIS;;6/13/2024 12:52 PM;733;;CLOSED;9/29/2024 6:29 PM
1911871;10820;-;1830;8/2/2024 1:54 PM;0019089;;CLOSED;12/22/2024 2:47 PM
1912312;11935;impacto en rueda;1820;8/3/2024 1:20 PM;0007767;;CLOSED;12/1/2024 7:11 PM
1912413;10796;desague wc mal;1740;8/3/2024 11:13 PM;0038982;;CLOSED;12/22/2024 2:54 PM
1912417;10383;Plaza 5;4047;8/3/2024 11:24 PM;0017438;;CLOSED;11/17/2024 3:32 PM
1891496;11186;REPARAR LUNA PARABRISAS (25/06/2024);;6/26/2024 8:22 AM;1383;;CLOSED;6/26/2024 10:54 AM
1912296;13082;Maletero mal;1781;8/3/2024 11:49 AM;0007077;;PREVIOUS;8/18/2024 1:04 PM
1912450;4943;Sobrecalentamiento Motor Moderado;1508;8/4/2024 2:03 AM;0019722;;CLOSED;11/10/2024 4:23 PM
1912467;10828;La banqueta del asiento del conductor está suelta y es complicado estar en el puesto de conducción;1714;8/4/2024 5:03 AM;0013440;;CLOSED;11/10/2024 4:19 PM
1881852;10642;Hace mucho calor de la mitad hacia atrás;1590;6/9/2024 7:11 PM;0015182;;CLOSED;9/22/2024 4:35 PM
1902113;11281;Delantera;1936;7/15/2024 9:38 PM;0032181;;CLOSED;1/26/2025 3:59 PM
1902114;11281;Primera puerta lado izquierdo no abre;1781;7/15/2024 9:38 PM;0032181;;CLOSED;11/3/2024 7:23 PM
1910538;4950;Vehiculo 4950 supera 80 dias sin descargar. Ultima registrada el 07/05/2024;4125;7/31/2024 7:00 AM;MAXADMIN;;CLOSED;8/11/2024 4:33 PM
1910556;13009;Faltan tapones amarillos,1 2 y 5 en rueda delantera derecha e izquierda y en cervi izquierda;4070;7/31/2024 7:26 AM;0015845;;CLOSED;11/3/2024 8:11 PM
1910616;10805;No funciona la nevera;1936;7/31/2024 11:21 AM;0038757;;CLOSED;12/22/2024 2:46 PM
1892840;13306;Micrófono conductor;1680;6/28/2024 8:26 PM;0035847;;CLOSED;2/23/2025 3:09 PM
1892841;13306;LUNA DELANTERA MUY RAJADA;1799;6/28/2024 8:26 PM;0035847;;CLOSED;3/23/2025 2:23 PM
1892842;13306;;4225;6/28/2024 8:26 PM;0035847;;CLOSED;7/1/2024 1:13 PM
1916602;10438;Sistema cambio de carril estropeado ( no funciona la vibración del asiento...;1744;8/12/2024 2:29 AM;0058251;;CLOSED;11/17/2024 3:13 PM
1916625;13059;fuga aceite polea compresor;1594;8/12/2024 6:29 AM;0031606;;CLOSED;11/24/2024 5:53 PM
1874777;10406;REPARAR LUNA ASTURCRIS;;5/28/2024 10:50 PM;733;;CLOSED;9/1/2024 6:57 PM
1896767;3665;Izquierda rota, no se sujeta abajo;4134;7/5/2024 8:35 PM;0014993;;CLOSED;11/24/2024 3:07 PM
1896995;3656;Vehiculo 3656 supera 80 dias sin descargar. Ultima registrada el 04/07/2023;4125;7/6/2024 7:02 AM;MAXADMIN;;CLOSED;11/3/2024 2:54 PM
1915237;4357;rueda derecha delantera, perdida de aire. lo más seguro que esté pinchada;1816;8/9/2024;0039196;;CLOSED;12/1/2024 7:33 PM
1895446;11162;LAVADO CARROCERIA MENSUAL;;7/3/2024 2:55 PM;351;;CLOSED;11/3/2024 5:36 PM
1896060;3704;Polea pequeña central que está junto a un muelle, cimbrea.;1581;7/4/2024 5:19 PM;0015845;;CLOSED;11/3/2024 3:33 PM
1896061;3704;Rueda delantera derecha tiene una mordida en el flanco.;1820;7/4/2024 5:19 PM;0015845;;CLOSED;11/3/2024 3:33 PM
1917687;10813;plaza 32 pantalla suelta faltan tornillos de sujeción;4047;8/14/2024 6:58 AM;0015071;;CLOSED;12/1/2024 7:55 PM
1894344;3832;"pantalla rota asiento 56
revisar otra también con cristal roto pero funcionando.";4047;7/1/2024 9:39 PM;0030869;;CLOSED;9/19/2024 7:34 AM
1894882;10867;Mete agua por la rejilla del aire del pasillo, y por encima del conductor;1785;7/2/2024 6:02 PM;0062934;;CLOSED;10/6/2024 3:46 PM
1907006;3963;la nevera es una porquería,  no funciona y tiene dentro cinturones de seguridad. no te puedes lleva;1748;7/24/2024 8:43 PM;0007971;;CLOSED;2/2/2025 2:45 PM
1898607;11167;plaza 44 y las plazas 25,26,29 están opacas de pegamento del plástico protector plaza 14 no enciend;4047;7/9/2024 7:37 AM;0016039;;CLOSED;11/24/2024 3:19 PM
1906186;13082;quitar pegatinas 100 años;;7/23/2024 10:02 AM;1378;411;CLOSED;10/27/2024 2:41 PM
1913270;10662;El cristal del maletero de las mascotas está suelto.;1781;8/5/2024 10:00 AM;0001103;;CLOSED;11/10/2024 3:16 PM
1915009;4347;Baño vandalizado,espejo roto,puerta desencajada y muy sucio.;1736;8/8/2024 1:59 PM;0008511;;CLOSED;2/2/2025 2:48 PM
1911772;10883;Comprobar Presiones  Ruedas;1818;8/2/2024 9:11 AM;0058400;;CLOSED;11/3/2024 8:12 PM
1911880;11173;-;1563;8/2/2024 2:31 PM;0038837;;CLOSED;8/5/2024 11:30 AM
1912393;11993;faltan llaves puerta;1789;8/3/2024 9:29 PM;0038881;;CLOSED;1/5/2025 7:50 PM
1913303;10823;marca rellenar 3 litros de aceite;;8/5/2024 11:39 AM;0015751;;CLOSED;2/23/2025 4:01 PM
1913489;10415;testigo encendido de fallo anticontaminación escape, y  lo limita en potencia.;1516;8/5/2024 9:09 PM;0032943;;CLOSED;11/17/2024 3:34 PM
1913787;10387;Luces interiores mal;1732;8/6/2024 8:42 AM;0009649;;CLOSED;12/15/2024 3:34 PM
1880117;3704;Desague WC mal???;1740;6/6/2024 10:30 AM;0017581;;CLOSED;9/15/2024 4:40 PM
1880393;10385;Ruido eje delantero;1555;6/7/2024;0032731;;CLOSED;9/15/2024 4:41 PM
1880558;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;6/7/2024 7:00 AM;MAXADMIN;;RESOLVED;6/7/2024 7:14 AM
1911861;13024;no sale agua ni por WC y tampoco por el grifo;1740;8/2/2024 1:36 PM;0031422;;CLOSED;12/1/2024 6:43 PM
1913418;13569;Altavoz conductor no funciona;1682;8/5/2024 5:00 PM;0017438;;CLOSED;9/13/2024 12:37 PM
1886182;10436;No hay grifo.WC;1738;6/16/2024 1:18 PM;0016542;;CLOSED;9/22/2024 4:48 PM
1856088;10372;La luna delantera está muy rajada;1799;4/24/2024 10:27 AM;0030696;;CLOSED;7/28/2024 5:20 PM
1856089;10372;No se puede regular bien está muy inclinado el brazo.;2026;4/24/2024 10:27 AM;0030696;;CLOSED;7/28/2024 5:20 PM
1887919;11282;El asiento del traspontín el cinturón no sale está atascado;1710;6/19/2024 5:47 PM;0031238;;CLOSED;9/29/2024 6:45 PM
1895416;13013;Vibración a velocidades altas;1567;7/3/2024 1:15 PM;0060219;;CLOSED;10/20/2024 3:13 PM
1873816;10372;reparar cierre centralizado;1789;5/27/2024 10:03 AM;0002890;;CLOSED;9/1/2024 6:51 PM
1910216;13008;Plazas 45y49;1712;7/30/2024 10:32 PM;0005339;;CLOSED;12/1/2024 6:05 PM
1910225;13422;Lateral derecho trasero rozado en colisión en estación de Granada con otro autobús que salía de la;4070;7/30/2024 10:47 PM;0039032;;CLOSED;3/23/2025 2:49 PM
1897250;10646;reparar enchufes 220v;;7/6/2024 8:11 PM;706;;CLOSED;10/13/2024 4:14 PM
1911213;4342;Entra mucha agua por el cristal superior del lado izquierdo. Cae agua sobre la botonera.;1787;8/1/2024 11:08 AM;0019394;;CLOSED;1/19/2025 2:53 PM
1879363;4336;Vehiculo 4336 supera 80 dias sin descargar. Ultima registrada el 12/03/2024;4125;6/5/2024 7:01 AM;MAXADMIN;;CLOSED;11/3/2024 2:08 PM
1908937;10384;Tablet no recupera servicios;4213;7/28/2024 7:27 PM;0001582;;CLOSED;8/27/2024 11:43 AM
1913329;10799;Desague WC mal;1740;8/5/2024 1:28 PM;0019588;;PLAN;8/5/2024 2:50 PM
1913335;11176;LAVADO CARROCERIA MENSUAL;;8/5/2024 1:31 PM;351;;CLOSED;12/1/2024 7:12 PM
1913340;11161;LAVADO CARROCERIA MENSUAL;;8/5/2024 1:41 PM;351;;CLOSED;12/1/2024 7:12 PM
1892747;4043;-;1799;6/28/2024 1:51 PM;0005708;;CLOSED;10/20/2024 3:14 PM
1892953;13422;No enfría ninguna de las dos neveras y están encendidos los botones. Quizás algún menú de configura;1937;6/29/2024 7:02 AM;0051676;;CLOSED;10/20/2024 3:15 PM
1903793;13422;FUGA AIRE PRESION AIRE BAJA;4261;7/18/2024 4:25 PM;0033407;;CLOSED;11/3/2024 4:01 PM
1876604;13008;AVERIA PUERTA;;5/31/2024 1:27 PM;288;;CLOSED;9/1/2024 7:09 PM
1914015;10813;-;1738;8/6/2024 8:17 PM;0015767;;CLOSED;12/1/2024 4:04 PM
1902479;10713;Falta la tablet, 48;4043;7/16/2024 9:00 AM;0004351;;CLOSED;10/27/2024 4:36 PM
1888043;10424;CORREGIR NIVELES;;6/20/2024 5:55 AM;452;;CLOSED;9/29/2024 6:45 PM
1895994;10639;Retirar Cámara Lytx y entregar a Diego Mate;4329;7/4/2024 12:38 PM;SEGURIDAD;364;CLOSED;11/3/2024 5:21 PM
1904768;13023;Poco frío planta baja;1592;7/20/2024 7:28 AM;0032622;;RESOLVED;7/22/2024 8:02 AM
1904812;10414;No funciona el ITOS.pasas el QR .Da un pitido pero no lo lee;4213;7/20/2024 12:07 PM;0013260;;CLOSED;11/17/2024 3:14 PM
1904872;10813;-;1740;7/20/2024 5:36 PM;0015751;;CLOSED;12/1/2024 5:00 PM
1905295;3593;Cámara frenada emergencia y de distancia no funciona;1538;7/21/2024 9:04 PM;0063044;;CLOSED;11/3/2024 3:50 PM
1905296;3593;No funciona  chicharra de marcha atrás;2010;7/21/2024 9:04 PM;0063044;;CLOSED;11/3/2024 3:50 PM
1905308;13558;Baja batería el Itos por que el cable del cargador no funciona;1636;7/21/2024 9:22 PM;0013440;;CLOSED;1/26/2025 4:32 PM
1899880;13015;Asiento 43, la tapa de abajo de aluminio del reposabrazos está suelta¿;1712;7/11/2024 8:12 AM;0059642;;CLOSED;11/3/2024 2:11 PM
1880317;3847;rvs mecanica;;6/6/2024 9:13 PM;736;;CLOSED;9/15/2024 4:40 PM
1911171;4342;Parasol no funciona;4134;8/1/2024 9:13 AM;0019394;;CLOSED;1/19/2025 2:53 PM
1912420;3771;falta pantalla(indicar cual);4043;8/3/2024 11:30 PM;0012764;;CLOSED;9/27/2024 9:09 AM
1880937;10425;-;1559;6/7/2024 8:53 PM;0001772;;CLOSED;9/15/2024 4:43 PM
1909453;10394;LAVADO CARROCERIA MENSUAL;;7/29/2024 2:04 PM;351;;CLOSED;11/3/2024 5:36 PM
1909607;13024;No funciona la luz blanca en el piso de arriba;1728;7/29/2024 9:27 PM;0053716;;CLOSED;12/1/2024 6:03 PM
1913471;10819;"Golpe trasero izquierdo, peñal, defensa y rejilla...

Sensor de presión neumáticos delantero izquie";4070;8/5/2024 8:07 PM;0058251;;CLOSED;2/2/2025 7:01 PM
1913487;11140;Direccion se queda trabada;1573;8/5/2024 9:02 PM;0038693;;CLOSED;12/1/2024 7:15 PM
1906622;3656;Vehiculo 3656 supera 80 dias sin descargar. Ultima registrada el 04/07/2023;4125;7/24/2024 7:00 AM;MAXADMIN;;CLOSED;11/3/2024 2:54 PM
1906738;13058;soldar pieza maletero primero izquierdo;1791;7/24/2024 7:21 AM;0002890;;CLOSED;11/3/2024 2:53 PM
1906890;11281;Numeros 48 y 52;2016;7/24/2024 3:18 PM;0034234;;CLOSED;11/3/2024 7:24 PM
1906997;10389;AA no enfria;1590;7/24/2024 8:19 PM;0054561;;CLOSED;12/1/2024 5:24 PM
1907004;3963;no tiene fuerza, en las incorporaciones es un peligro , pudiendo ocasionar un accidente;1518;7/24/2024 8:43 PM;0007971;;CLOSED;2/2/2025 2:45 PM
1907486;13057;Vibración a velocidades altas;1567;7/25/2024 8:07 PM;0033546;;CLOSED;11/17/2024 3:23 PM
1907487;13057;Sensor de presión neumático delantero averiado.;1636;7/25/2024 8:07 PM;0033546;;CLOSED;11/17/2024 3:23 PM
1907488;13057;Fallo puerta (sin fuerza);1775;7/25/2024 8:07 PM;0033546;;CLOSED;12/1/2024 5:33 PM
1907638;13077;-;4056;7/26/2024 6:43 AM;0050943;;NOPRO;7/26/2024 2:12 PM
1914954;10798;Luna delantera muy rajada;1799;8/8/2024 11:58 AM;0039129;;CLOSED;6/1/2025 2:06 PM
1882138;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 19/12/2023;4125;6/10/2024 7:01 AM;MAXADMIN;;RESOLVED;6/10/2024 8:53 AM
1902720;13022;tiene ambas luces de posición traseras en mal estado por accidente previo;4068;7/16/2024 8:45 PM;0030980;;CLOSED;11/3/2024 4:01 PM
1891824;10429;Puerta debajo lavamanos wc suelta;;6/27/2024 6:51 AM;115;154;CLOSED;9/29/2024 7:10 PM
1907451;4041;BARRA ESTABILIZADORA;;7/25/2024 5:32 PM;299;;CLOSED;11/17/2024 3:23 PM
1907943;4343;Maletero mal;1781;7/26/2024 3:06 PM;0019394;;CLOSED;12/22/2024 2:38 PM
OBT828069_146;13063;Revisión de todas las luces y/o intermitentes: Laterales: Ok..........;1616;6/18/2024 12:33 PM;0006515;;CLOSED;9/22/2024 4:53 PM
1911478;10415;-;1936;8/2/2024 3:01 AM;0037254;;CLOSED;12/29/2024 3:03 PM
1863574;10428;"ITV-DEFECTO GRAVE- "" falta de vision puerta 2 y no se puede cerrar y desbloquear puertas";;5/8/2024 10:52 PM;115;154;CLOSED;8/11/2024 4:51 PM
1909502;11997;rueda trasera exterior izq,con poca presion;;7/29/2024 4:29 PM;0004875;;CLOSED;11/3/2024 6:38 PM
1912640;4950;Vehiculo 4950 supera 80 dias sin descargar. Ultima registrada el 07/05/2024;4125;8/4/2024 7:00 AM;MAXADMIN;;CLOSED;11/24/2024 5:36 PM
1912813;10391;-;1818;8/4/2024 11:21 AM;0032323;;CLOSED;11/24/2024 5:37 PM
1875193;10389;;1654;5/29/2024 10:13 AM;0030199;;PREVIOUS;5/29/2024 12:43 PM
1880739;10370;;;6/7/2024 10:56 AM;1522;;CLOSED;9/15/2024 4:42 PM
